id,name,symbol,slug,is_active,rank,status,platform,token_address
490,Bancorcoin,BNCR,bancorcoin,0,null,inactive,,
491,PayzorCoin,PZR,payzorcoin,0,null,inactive,,
492,PayProCoin,PRO,payprocoin,0,null,inactive,,
493,ShadowCash,SDC,shadowcash,0,null,inactive,,
494,Tomatocoin,TMT,tomatocoin,0,null,inactive,,
495,I/O Coin,IOC,iocoin,1,893,active,,
496,Ringo,RIN,ringo,0,null,inactive,,
497,Kumacoin,KUMA,kumacoin,0,null,inactive,,
498,Functioncoin,FCC,functioncoin,0,null,inactive,,
499,New Universal Euro,NUE,new-universal-euro,0,null,inactive,,
500,Altcoin,ATC,altcoin,0,null,inactive,,
501,Cryptonite,XCN,cryptonite,1,1677,active,,
502,Carboncoin,CARBON,carboncoin,1,1663,active,,
503,Doomcoin,DOOM,doomcoin,0,null,inactive,,
504,Boomcoin,BOOM,boomcoin,0,null,inactive,,
505,eKita,EKITA,ekita,0,null,inactive,,
506,CannabisCoin,CANN,cannabiscoin,1,1178,active,,
507,IncognitoCoin,ICG,incognitocoin,0,null,inactive,,
508,APICoin,XAP,apicoin,0,null,inactive,83,
509,Crypti,XCR,crypti,0,null,inactive,,
510,Librexcoin,LXC,librexcoin,0,null,inactive,,
511,eUtopium,UPM,eutopium,0,null,inactive,,
512,Stellar,XLM,stellar,1,14,active,,
513,Titcoin,TIT,titcoin,1,1897,active,,
514,QuidCoin,QUID,quidcoin,0,null,inactive,,
515,Zipcoin,ZIPC,zipcoin,0,null,inactive,,
516,ZcCoin,ZCC,zccoin,0,null,inactive,,
517,GROUPCoin,GPC,groupcoin,0,null,inactive,,
518,RevoCoin,RVC,revocoin,0,null,inactive,,
519,VirtualCoin,VC,virtualcoin,0,null,inactive,,
520,Virtacoin,VTA,virtacoin,0,null,untracked,,
521,PlutoniumCoin,RODS,plutoniumcoin,0,null,inactive,,
522,DoSCoin,DOS,doscoin,0,null,inactive,,
523,Unattainium,UNAT,unattainium,0,null,inactive,,
524,XCloudcoin,XCLD,xcloudcoin,0,null,inactive,,
525,HyperStake,HYP,hyperstake,0,null,untracked,,
526,CoCoCoin,COCO,cococoin,0,null,inactive,,
527,MultiWalletCoin,MWC,multiwalletcoin,0,null,inactive,,
528,Ethancoin,ETHAN,ethancoin,0,null,inactive,,
529,Qibuck,QBK,qibuck,0,null,inactive,,
530,Sonic,SSD,sonicscrewdriver,0,null,inactive,,
531,VaultCoin,VAULT,vaultcoin,0,null,inactive,,
532,Nxttycoin,NXTTY,nxttycoin,0,null,inactive,66,1.81287E+19
533,BlackToken,BLKT,blacktoken,0,null,inactive,,
534,MantisCoin,MNS,mantiscoin,0,null,inactive,,
535,TheoremCoin,THEO,theoremcoin,0,null,inactive,,
536,Joincoin,J,joincoin,0,null,untracked,,
537,mgwBTC,MGWBTC,mgwbtc,0,null,inactive,66,4.55106E+18
538,ShopX,SHOPX,shopx,0,null,inactive,,
539,Solecoin,SOLE,solecoin,0,null,inactive,,
540,ClusterCoin,CLSTR,clustercoin,0,null,inactive,,
541,Syscoin,SYS,syscoin,1,147,active,,
542,Intellicoin,INT,intellicoin,0,null,inactive,,
543,Bitmark,BTM,bitmark,0,null,inactive,,
544,RawCoin,RAW,rawcoin,0,null,inactive,,
545,Halcyon,HAL,halcyon,0,null,inactive,,
546,New Universal Dollar,NUD,new-universal-dollar,0,null,inactive,,
547,DarkFox,DRX,darkfox,0,null,inactive,,
548,Pyramids,PYRA,pyramids,0,null,inactive,,
549,Storjcoin X,SJCX,storjcoin-x,0,null,inactive,132,SJCX
550,LTBcoin,LTBC,ltbcoin,0,null,inactive,132,
551,Donu,DONU,donu,1,1625,active,,
552,BigBullion,BIG,bigbullion,0,null,inactive,,
553,XDECoin,XDE,xdecoin,0,null,inactive,,
554,CAPTcoin,CAPT,captcoin,0,null,inactive,,
555,Fuzon,FZN,fuzon,0,null,inactive,66,5.05314E+18
556,MGW,MGW,mgw,0,null,inactive,66,1.05246E+19
557,RipoffCoin,RIPO,ripoffcoin,0,null,inactive,,
558,Emercoin,EMC,emercoin,1,850,active,,
560,GreenBacks,GB,greenbacks,0,null,inactive,,
561,UseCoin,USE,usecoin,0,null,inactive,,
562,BilShares,BILS,bilshares,0,null,inactive,,
563,RootCoin,ROOT,rootcoin,0,null,inactive,,
564,Xuro,XURO,xuro,0,null,inactive,,
565,Dobbscoin,BOB,dobbscoin,0,null,inactive,,
566,Axron,AXR,axron,0,null,inactive,,
567,Dogeparty,XDP,dogeparty,0,null,inactive,,
568,Umbrella-LTC,ULTC,umbrella-ltc,0,null,inactive,,
569,BitMo,XBM,bitmo,0,null,inactive,,
570,Fibre,FIBRE,fibre,0,null,inactive,,
571,Skynet,SNET,skynet,0,null,inactive,,
572,RabbitCoin,RBBT,rabbitcoin,1,2837,active,,
573,Burst,BURST,burst,1,440,active,,
574,AidBit,AID,aidbit,0,null,inactive,,
575,Moneta,MNTA,moneta,0,null,inactive,,
576,GameCredits,GAME,gamecredits,1,602,active,1027,0x63f88a2298a5c4aee3c216aa6d926b184a4b2437
577,NewWorldOrderCoin,NWO,newworldordercoin,0,null,inactive,,
578,TraderCoin,TRDR,tradercoin,0,null,inactive,,
579,Coinomat,CNMT,coinomat,0,null,inactive,66,7.47444E+18
580,Waccoin Gold,WACG,waccoin-gold,0,null,inactive,,
581,Nimbus,NMB,nimbus,0,null,inactive,,
582,ProzCoin,PROZ,prozcoin,0,null,inactive,,
583,ShadeCoin,SHADE,shadecoin,0,null,inactive,,
584,NativeCoin,N8V,native-coin,1,663,active,,
585,KimDotCoin,DOT,kimdotcoin,0,null,inactive,,
586,Bongger,BGR,bongger,0,null,inactive,,
587,Cinder,CIN,cinder,0,null,inactive,,
588,Ubiq,UBQ,ubiq,1,669,active,,
589,SocialxBot,XBOT,socialxbot,0,null,inactive,,
590,SSVCoin,SSV,ssvcoin,0,null,inactive,,
591,Solcoin,SOL,solcoin,0,null,inactive,,
592,LitecoinDark,LTCD,litecoindark,0,null,inactive,,
593,XCash,XCASH,xcash,0,null,inactive,,
594,BunnyCoin,BUN,bunnycoin,0,null,inactive,,
595,Node,NODE,node,0,null,inactive,1839,NODE-F3A
596,MileyCyrusCoin,MCC,mileycyruscoin,0,null,inactive,,
597,Opal,OPAL,opal,1,1719,active,,
598,Lightspeed,LSD,lightspeed,0,null,inactive,,
599,Deepcoin,DCN,deepcoin,0,null,inactive,,
600,BitCentavo,NBE,bitcentavo,0,null,inactive,,
601,Acoin,ACOIN,acoin,1,1729,active,,
602,ReserveShare,RSU,reserveshare,0,null,inactive,66,1.42858E+19
603,InstantDEX,DEX,instantdex,0,null,inactive,66,1.53446E+19
604,sharkfund0,SF0,sharkfund0,0,null,inactive,66,3.00642E+18
605,TatianaCoin,TAT,tatianacoin,0,null,inactive,132,
606,FoldingCoin,FLDC,foldingcoin,0,null,untracked,132,FLDC
607,Swarm,SWARM,swarm,0,null,inactive,132,
608,Gnosis,GNS,gnosis,0,null,inactive,,
609,DarkToken,DT,darktoken,0,null,inactive,,
610,MozzShare,MLS,mozzshare,0,null,inactive,,
611,VexCoin,VEX,vexcoin,0,null,inactive,,
612,SuperNET (TOKEN),TOKEN,supernet,0,null,inactive,66,1.56418E+19
613,Checkcoin,CKC,checkcoin,0,null,inactive,,
614,CrackCoin,CRACK,crackcoin,0,null,inactive,,
615,VolatilityCoin,VLTY,volatilitycoin,0,null,inactive,,
616,HTML5COIN,HTML5,htmlcoin5,0,null,inactive,,
617,RescueCoin,RSCC,rescuecoin,0,null,inactive,,
618,X-Children,CHILD,x-children,0,null,inactive,,
619,OrthoCoin,ORTHO,orthocoin,0,null,inactive,,
620,ATOMIC,ATOMIC,atomic,0,null,inactive,66,1.16948E+19
621,FreeMarket,MRKT,freemarket,0,null,inactive,66,1.34138E+17
622,NXTventure,NXTV,nxtventure,0,null,inactive,66,1.62124E+19
623,bitUSD,BITUSD,bitusd,1,977,active,463,USD
624,bitCNY,BITCNY,bitcny,1,732,active,463,CNY
625,bitBTC,BITBTC,bitbtc,0,null,untracked,463,BTC
626,NuBits,USNBT,nubits,1,855,active,,
627,Sterlingcoin,SLG,sterlingcoin,0,null,inactive,,
628,BCT Coin,BCT,bct-coin,0,null,inactive,,
629,Magi,XMG,magi,0,null,untracked,,
630,MidasCoin,MID,midascoin,0,null,inactive,,
631,UtilityCoin,UTIL,utilitycoin,0,null,inactive,,
632,RosCoin,ROS,roscoin,0,null,inactive,,
633,ExclusiveCoin,EXCL,exclusivecoin,1,1136,active,,
634,InkWayCoin,LKNX,inkwaycoin,0,null,inactive,,
635,Viking Coin,VIK,viking-coin,0,null,inactive,,
636,PeleCoin,PLCN,pelecoin,0,null,inactive,,
637,Ruble,RUBLE,ruble,0,null,inactive,,
638,Trollcoin,TROLL,trollcoin,1,1331,active,,
639,HRNXTPool,HRNXT,hrnxtpool,0,null,inactive,66,1.71667E+19
640,CraigsCoin,CRAIG,craigscoin,0,null,inactive,,
641,SkullCoin,SKULL,skullcoin,0,null,inactive,132,
642,Banx,BANX,banx,0,null,inactive,,
643,SuperNET,UNITY,supernet-unity,0,null,inactive,1521,
644,GlobalBoost-Y,BSTY,globalboost-y,1,1378,active,,
645,Jinn,JINN,jinn,0,null,inactive,66,3.06116E+18
646,Ethercoin,ETC,ethercoin,0,null,inactive,,
647,NXTprivacy,NXTprivacy,nxtprivacy,0,null,inactive,66,1.79118E+19
648,Privatebet,Privatebet,privatebet,0,null,inactive,66,1.70833E+19
649,Tradebots,NXTcoinsco,tradebots,0,null,inactive,66,1.75717E+19
650,VorteX,VTX,vortex,0,null,inactive,,
651,MaryJane,MARYJ,maryjane,0,null,inactive,,
652,ClearingHouse,XCH,clearinghouse,0,null,inactive,,
653,BeaverCoin,BVC,beavercoin,0,null,inactive,,
654,DigitalPrice,DP,digitalprice,0,null,untracked,,
655,ach,ACH,ach,0,null,inactive,66,6.78939E+18
656,Prime-XI,PXI,prime-xi,1,2087,active,,
657,PotatoCoin,SPUDS,potatocoin,0,null,inactive,,
658,CryptoBuck,BUK,cryptobuck,0,null,inactive,,
659,Bitswift,BITS,bitswift,1,1163,active,1320,1.77888E+19
660,Dashcoin,DSH,dashcoin,0,null,untracked,,
661,ARCHcoin,ARCH,archcoin,0,null,inactive,,
662,Darkpeer,DPC,darkpeer,0,null,inactive,,
663,Ghostcoin,GHOST,ghostcoin2,0,null,inactive,,
664,SeedCoin,SEED,seedcoin,0,null,inactive,,
665,Vidio,VDO,vidio,0,null,inactive,,
666,Aurum Coin,AU,aurum-coin,0,null,untracked,,
667,NXTInspect,NXTI,nxtinspect,0,null,inactive,66,1.4274E+19
668,GamerholicCoin,GHC,gamerholiccoin,0,null,inactive,,
669,WhistleCoin,WSTL,whistlecoin,0,null,inactive,,
670,LemurCoin,LMR,lemurcoin,0,null,inactive,,
671,GAIA,GAIA,gaia,0,null,inactive,,
672,Kryptonite,KRYP,kryptonite,0,null,inactive,,
673,Abundance2,ABC2,abundance2,0,null,inactive,,
674,DogeBlackCoin,DOGEBC,dogeblackcoin,0,null,inactive,,
675,BDSM,BDSM,bdsm,0,null,inactive,,
676,Fetish,FETISH,fetish,0,null,inactive,,
677,CzechCrownCoin,CZC,czechcrowncoin,0,null,inactive,,
678,MiracleCoin,MCL,miraclecoin,0,null,inactive,,
679,Sembro Token,SMBR,sembro-token,0,null,inactive,,
680,Sativacoin,STV,sativacoin,0,null,inactive,,
681,PreminePlus,PMP,premineplus,0,null,inactive,,
682,DolphinCoin,DOLP,dolphincoin,0,null,inactive,,
683,WolfCoin,WLF,wolfcoin,0,null,inactive,,
684,GlowCoin,GLOW,glowcoin,0,null,inactive,,
685,VoxPopuli,VOXP,voxpopuli,0,null,inactive,,
686,MMNXT,MMNXT,mmnxt,0,null,inactive,66,9.79293E+17
687,NXTmovie,NXTMOVIE,nxtmovie,0,null,inactive,66,2.24016E+18
688,MediterraneanCoin,MED,mediterraneancoin,0,null,inactive,,
689,ltc2nXt,LTC2NXT,ltc2nxt,0,null,inactive,66,8.67E+18
690,CannabisDarkcoin,CND,cannabisdarkcoin,0,null,inactive,,
691,Spark,SPARK,spark,0,null,inactive,,
692,GanjaCoin,MRJA,ganjacoin,0,null,untracked,,
693,Verge,XVG,verge,1,91,active,,
694,TileCoin,XTC,tilecoin,0,null,inactive,132,
695,Munne,MNE,munne,0,null,inactive,,
696,DarkShibe,DSB,darkshibe,0,null,inactive,,
697,NopeCoin,NOPE,nopecoin,0,null,inactive,,
698,Coinworkscoin,LAB,coinworkscoin,0,null,inactive,,
699,NuShares,NSR,nushares,1,988,active,626,
700,FireFlyCoin,FFC,fireflycoin,0,null,inactive,,
701,HamRadioCoin,HAM,hamradiocoin,0,null,inactive,,
702,SpreadCoin,SPR,spreadcoin,1,2010,active,,
703,Rimbit,RBT,rimbit,1,1788,active,,
704,World Trade Funds,XWT,wtf-coin,0,null,inactive,,
705,Darkkush,DANK,darkkush,0,null,inactive,,
706,MonetaryUnit,MUE,monetaryunit,1,1003,active,,
707,Blocknet,BLOCK,blocknet,1,521,active,,
708,Gapcoin,GAP,gapcoin,0,null,inactive,,
709,Scattercoin,XSTC,scattercoin,0,null,inactive,,
710,1Coin,ONE,1coin,0,null,inactive,,
711,Snowballs,BALLS,snowballs,0,null,inactive,,
712,REKTcoin,REKT,rektcoin,0,null,inactive,,
713,UroDarkCoin,UROD,urodarkcoin,0,null,inactive,,
714,EquinoxCoin,EQX,equinoxcoin,0,null,inactive,,
715,SecurityCoin,SCSY,securitysyscoin,0,null,inactive,,
716,EthereumDark,ETD,ethereumdark,0,null,inactive,,
717,NeoDICE,DICE,neodice,0,null,inactive,66,1.81843E+19
718,Nanite,XNAN,nanite,0,null,inactive,,
719,Limitless VIP,VIP,limitless-vip,1,1554,active,,
720,Crown,CRW,crown,1,876,active,,
721,Kongzi Print Shop,KPS,kongzi-print-shop,0,null,inactive,66,1.09416E+19
722,Quicksilver,QSLV,quicksilver,0,null,inactive,,
723,BitBay,BAY,bitbay,0,null,untracked,,
724,DayTraderCoin,DTC,daytradercoin,0,null,inactive,,
725,UCoin,U,ucoin,0,null,inactive,,
726,Dorcs,DORCS,dorcs,0,null,inactive,66,2.31836E+18
727,CandyCoin,YUM,candycoin,0,null,inactive,,
728,HellasCoin,HLC,hellascoin,0,null,inactive,,
729,Blitzcash,BLITZ,blitzcash,0,null,inactive,,
730,GCN Coin,GCN,gcn-coin,1,1831,active,,
731,GrowthCoin,GRW,growthcoin,0,null,inactive,,
732,Diode,DIO,diode,0,null,inactive,,
733,Quotient,XQN,quotient,1,2941,active,,
734,Bytecent,BYC,bytecent,0,null,inactive,,
735,VPNCoin,VASH,vpncoin,0,null,inactive,,
736,GlowShares,GSX,glowshares,0,null,inactive,,
737,Viorcoin,VIOR,viorcoin,0,null,inactive,,
738,WhiteGoldShares,WGS,whitegoldshares,0,null,inactive,66,6.35704E+18
739,Guarany,GUA,guarany,0,null,inactive,,
740,ProfitCoin,PFC,profitcoin,0,null,inactive,,
741,FindYouCoin,FIND,findyoucoin,0,null,inactive,,
742,MalibuCoin,MAL,malibucoin,0,null,inactive,,
743,Euphoria,EUPH,euphoria,0,null,inactive,,
744,DeafDollars,DEAF,deafdollars,0,null,inactive,,
745,DarkCoin,DARK,fudcoin,0,null,inactive,,
746,Alipaycoin,ALI,alipaycoin,0,null,inactive,,
747,Bitcoin Fast,BCF,bitcoinfast,0,null,inactive,,
748,NobleNXT,NOXT,noblenxt,0,null,inactive,66,6.78006E+18
749,Paycoin,PYC,paycoin,0,null,inactive,,
750,CleverHash,CHASH,cleverhash,0,null,inactive,,
751,Pangea Poker,PANGEA,pangea-poker,0,null,inactive,66,6.88327E+18
752,Sianote,SIA,sianote,0,null,inactive,66,1.15937E+19
753,Bithaus,BITHAUS,bithaus,0,null,inactive,66,1.39267E+19
754,BearMining,BEAR,bearmining,0,null,inactive,66,1.68661E+19
755,HRLTCGEAR,HRL,hrltcgear,0,null,inactive,66,1.08901E+19
756,ltc2nXt3,LTC2NXT3,ltc2nxt3,0,null,inactive,66,7.65833E+18
757,SkyNET,SKYNET,skynet-asset,0,null,inactive,66,6.8546E+18
758,Kingdom Coin,KING,kingdom-coin,0,null,inactive,,
759,EventToken,EVENT,eventtoken,0,null,inactive,,
760,OKCash,OK,okcash,1,805,active,,
761,GrowCoin,GROW,growcoin,0,null,inactive,,
762,NHZSPHERE,SPHERE,nhzsphere,0,null,inactive,466,
763,DarkSwift,DS,darkswift,0,null,inactive,,
764,PayCoin,XPY,paycoin2,1,1893,active,,
765,ConfessionCoin,CFN,confessioncoin,0,null,inactive,,
766,vTorrent,VTR,vtorrent,0,null,inactive,,
767,Ermis,ERM,ermis,0,null,inactive,,
768,OpalTKN,OPALTKN,opaltkn,0,null,inactive,66,5.32694E+18
769,CoinoUSD,XUSD,coinousd,0,null,inactive,66,1.29825E+19
770,CryptoCoins,CCS,cryptocoins,0,null,inactive,66,6.15502E+17
771,NooCoin,NOO,noocoin,0,null,inactive,,
772,CheckOutCoin,CXC,checkoutcoin,0,null,inactive,,
773,Sapience AIFX,XAI,sapience-aifx,0,null,inactive,,
774,Nakamoto Dark,NKT,nakamotodark,0,null,inactive,,
775,Bitmiles,BTMI,bitmiles,0,null,inactive,,
776,SquareBit,SBIT,squarebit,0,null,inactive,,
777,Twenty15,2015,twenty15,0,null,inactive,,
778,bitGold,BITGOLD,bitgold,1,1873,active,463,GOLD
779,GetGems,GEMZ,gems,0,null,inactive,132,
780,PoolStamp,XSP,poolstamp,0,null,inactive,,
781,Unitus,UIS,unitus,0,null,untracked,,
782,Czarcoin,CZR,czarcoin,0,null,inactive,,
783,VultMining,VULT,vultmining,0,null,inactive,66,1.24198E+19
784,BitStake,XBS,bitstake,0,null,inactive,,
785,GoldPieces,GP,goldpieces,0,null,inactive,,
786,Trinity,TTY,trinity,0,null,inactive,,
787,CamorraCoin,CAM,camorracoin,0,null,inactive,,
788,Circuits of Value,COVAL,circuits-of-value,0,null,untracked,132,COVALC
789,Nexus,NXS,nexus,1,371,active,,
790,FriendshipCoin 2,FSC2,friendshipcoin2,0,null,inactive,,
791,EagsCurrency,EAGS,eagscurrency,0,null,inactive,,
792,BollywoodCoin,BDC,bollywoodcoin,0,null,inactive,,
793,SolarFarm,CELL,solarfarm,0,null,inactive,66,1.82122E+19
794,B1BL3Coin,B1BL3,b1bl3coin,0,null,inactive,,
795,SoonCoin,SOON,sooncoin,0,null,inactive,,
796,MetalCoin,METAL,metalcoin,0,null,inactive,,
797,IncaKoin,NKA,incakoin,0,null,inactive,,
798,CyberShares,CFS,cybershares,0,null,inactive,66,
799,SmileyCoin,SMLY,smileycoin,1,1388,active,,
800,DarkGold,DGD,darkgold,0,null,inactive,,
801,WeedTokens,WETK,weedtokens,0,null,inactive,,
802,Cetuscoin,CETI,cetuscoin,0,null,inactive,,
803,Stakecoin,STK,stakecoin,0,null,inactive,,
804,AmberCoin,AMBER,ambercoin,0,null,inactive,,
805,BitCent,BCENT,bitcent,0,null,inactive,,
806,Experiment 10k,10K,experiment-10k,0,null,inactive,,
807,Omega,OMA,omega,0,null,inactive,,
808,MysteryCoin,MYST,mysterycoin,0,null,inactive,,
809,ExtractCoin,XTR,extractcoin,0,null,inactive,,
810,LIQUID,LQD,liquid,0,null,inactive,66,1.77504E+19
811,DeBuNe,DEBUNE,debune,0,null,inactive,66,6.92677E+18
812,Machinecoin,MAC,machinecoin,0,null,inactive,,
813,bitSilver,BITSILVER,bitsilver,1,1957,active,463,SILVER
814,Dotcoin,DOT,dotcoin,0,null,inactive,588,0x94ad7e41c1d44022c4f47cb1ba019fd1a022c536
815,Kobocoin,KOBO,kobocoin,1,1608,active,,
816,NineElevenTruthCoin,NTC,nineeleventruthcoin,0,null,inactive,,
817,Slimcoin,SLM,slimcoin,0,null,inactive,,
818,PayCon,CON,paycon,0,null,inactive,,
819,Bean Cash,BITB,bean-cash,1,956,active,,
820,Pen,PEN1,pen,0,null,inactive,,
821,GiveCoin,GIVE,givecoin,0,null,inactive,,
822,GridPay,GRID,gridpay,0,null,inactive,,
823,GeoCoin,GEO,geocoin,1,1156,active,588,0x500684ce0d4f04abedff3e54fcf8acc5e6cfc4bd
824,GlideSEC,GLIDE,glidesec,0,null,inactive,66,1.08139E+19
825,Tether,USDT,tether,1,4,active,1027,0xdac17f958d2ee523a2206206994597c13d831ec7
826,AdderalCoin,ADD,adderalcoin,0,null,inactive,,
827,RippleLite,XPL,ripplelite,0,null,inactive,,
828,Voyacoin,VOYA,voyacoin,0,null,inactive,,
829,E-Money,ECASH,e-money,0,null,inactive,,
830,RiskCoin,RISK,riskcoin,0,null,inactive,,
831,Wild Beast Block,WBB,wild-beast-block,1,2078,active,,
832,MasterTraderCoin,MTR,mastertradercoin,0,null,inactive,,
833,GridCoin,GRC,gridcoin,1,723,active,,
834,GSMcoin,GSM,gsmcoin,0,null,inactive,,
835,ZiftrCOIN,ZRC,ziftrcoin,0,null,inactive,,
836,Vcash,XVC,vcash,0,null,inactive,,
837,X-Coin,XCO,x-coin,1,1967,active,,
838,Intellect,ILT,intellect,0,null,inactive,,
839,SMAC,SMAC,smac,0,null,inactive,,
840,Chococoin,CCC,chococoin,0,null,inactive,,
841,Sharkcoin,SAK,sharkcoin,0,null,inactive,,
842,Bitz,BITZ,bitz,0,null,inactive,,
843,InstaMineNuggets,$MINE,instaminenuggets-mine,0,null,inactive,,
844,InstaMineNuggets A,$MINEW,instaminenuggets-minew,0,null,inactive,,
845,InstaMineNuggets B,$MINEZ,instaminenuggets-minez,0,null,inactive,,
846,UCIcoin,UCI,ucicoin,0,null,inactive,,
847,StopLossCoin,XSL,stoplosscoin,0,null,inactive,,
848,Bellscoin,BEL,bellscoin,0,null,inactive,,
849,Ascension,ASN,ascension,0,null,inactive,,
850,Twistercoin,TWIST,twistercoin,0,null,inactive,,
851,Xaucoin,XAU,xaucoin,0,null,inactive,,
852,Scotcoin,NXTSCO,scotcoin-nxt,0,null,inactive,66,1.57227E+19
853,LiteDoge,LDOGE,litedoge,1,1488,active,,
854,Colossuscoin V2,CV2,colossuscoin-v2,0,null,inactive,,
855,UNCoin,UNC,uncoin,0,null,inactive,,
856,WarOfCoins,WOCX,warofcoins,0,null,inactive,,
857,SongCoin,SONG,songcoin,1,2030,active,,
858,RhinoCoin,XRC,rhinocoin,0,null,inactive,,
859,Woodcoin,LOG,woodcoin,0,null,inactive,,
860,QuitDough,QUIT,quitdough,0,null,inactive,,
861,PlanetCoin,PLANET,planetcoin,0,null,inactive,,
862,ZirkCoin,ZIRK,zirkcoin,0,null,inactive,,
863,NXE,NXE,nxe,0,null,inactive,,
864,BitCrystal,BTCRY,bitcrystal,0,null,inactive,,
865,Selfiecoin,SLFI,selfiecoin,0,null,inactive,,
866,POWCOIN,POW,powcoin,0,null,inactive,,
867,MangoCoinz,MCZ,mangocoinz,0,null,inactive,,
868,Octo,OCTO,octo,0,null,inactive,132,
869,Crave,CRAVE,crave,0,null,untracked,,
870,Pura,PURA,pura,0,null,untracked,,
871,AnalCoin,ANAL,analcoin,0,null,inactive,,
872,Bitcredits,BCR,bitcredits,0,null,inactive,,
873,NEM,XEM,nem,1,29,active,,
874,Pebblecoin,XPB,pebblecoin,0,null,inactive,,
875,Unrealcoin,URC,unrealcoin,0,null,inactive,,
876,TrickyCoin,TRICK,trickycoin,0,null,inactive,,
877,MillenniumCoin,MIL,millenniumcoin,0,null,inactive,,
878,CyberCoin,CC,cyber-coin,0,null,inactive,,
879,Phalanx,PXL,phalanx,0,null,inactive,,
880,CRYcoin,CRY,crycoin,0,null,inactive,,
881,Elektron,EKN,elektron,0,null,inactive,,
882,Cypher,CYP,cypher,0,null,inactive,,
883,Positron,TRON,positron,0,null,inactive,,
884,P7Coin,P7C,p7coin,0,null,inactive,,
885,HazMatCoin,HZT,hazmatcoin,0,null,inactive,,
886,GIZMOcoin,GIZ,gizmocoin,0,null,inactive,,
887,DragonSpheres,XDB,dragonspheres,0,null,inactive,,
888,Jay,JAY,jay,0,null,inactive,66,8.68829E+18
889,Midas Rezerv,MRCAM,midas-rezerv,0,null,inactive,132,
890,8Bit,8BIT,8bit,0,null,inactive,,
891,NxtPlugins,PLUGIN,nxtplugins,0,null,inactive,66,3.7799E+18
892,LeaCoin,LEA,leacoin,0,null,inactive,,
893,Sling,SLING,sling,0,null,inactive,,
894,Neutron,NTRN,neutron,1,1509,active,,
895,Xaurum,XAUR,xaurum,1,844,active,1027,0x4DF812F6064def1e5e029f1ca858777CC98D2D81
896,Coven,COV,coven,0,null,inactive,,
897,BitSeeds,XSEED,bitseeds,0,null,inactive,,
898,Californium,CF,californium,1,2017,active,,
899,KolschCoin,TP1,kolschcoin,0,null,inactive,,
900,007Coin,7,007coin,0,null,inactive,,
901,BitLux,LUX,bitlux,0,null,inactive,,
902,BigCoin,HUGE,bigcoin,0,null,inactive,,
903,Singular,SIGU,singular,0,null,inactive,,
904,BitcoinTX,BTX,bitcointx,0,null,inactive,,
905,ProsperityCoin,PRO,prosperitycoin,0,null,inactive,52,rGh84RRDX4q6udARHpAA6Mq1v4rXqnzhRF
906,Quartz,QTZ,quartz,0,null,inactive,,
907,EnigmaCoin,EGMA,enigmacoin,0,null,inactive,,
908,Droidz,DRZ,droidz,0,null,inactive,,
909,IvugeoCoin,IEC,ivugeocoin,0,null,inactive,,
910,MegaStake,XMS,megastake,0,null,inactive,,
911,Advanced Internet Blocks,AIB,advanced-internet-blocks,1,215,active,,
912,EggCoin,EGG,eggcoin,0,null,inactive,,
913,DoxCoin,DOX,doxcoin,0,null,inactive,,
914,Sphere,SPHR,sphere,1,994,active,,
915,GraphCoin,GPH,graphcoin-old,0,null,inactive,,
916,MedicCoin,MEDIC,mediccoin,1,1881,active,,
917,SmartChips,CHIPS,smartchips,0,null,inactive,,
918,Bubble,BUB,bubble,1,2862,active,,
919,Graviton,GRAV,graviton,0,null,inactive,,
920,SounDAC,XSD,bitshares-music,1,1782,active,,
921,Universal Currency,UNIT,universal-currency,1,1895,active,,
922,GorillaTeeth,TEETH,gorillateeth,0,null,inactive,,
923,Viral,VIRAL,viral,0,null,inactive,,
924,ShellCoin,SHELL,shellcoin,0,null,inactive,,
925,Blockchain Techs,BTI,blockchain-technologies,0,null,inactive,,
926,Buongiorno Caffe,BGCAFFE,buongiorno-caffe,0,null,inactive,66,2.9788E+18
927,CleverCoin,CLV,clevercoin,0,null,inactive,,
928,Crypto Focus,FCS,crypto-focus,0,null,inactive,,
929,Empyrean,EPY,empyrean,0,null,inactive,,
930,16bit,16BIT,16bit,0,null,inactive,,
931,DarkCrave,DCC,darkcrave,0,null,inactive,,
932,TeleBET,TB,telebet,0,null,inactive,,
933,Crypto,CTO,crypto,0,null,inactive,,
934,ParkByte,PKB,parkbyte,1,2009,active,,
935,Supply Shock,M1,supply-shock,0,null,inactive,,
936,TuringCoin,TNG,turingcoin,0,null,inactive,,
937,StealthCash,STX,stealthcash,0,null,inactive,,
938,ARbit,ARB,arbit,1,2000,active,,
939,Gambit,GAM,gambit,0,null,inactive,1027,0xf67451dc8421f0e0afeb52faa8101034ed081ed9
940,Asset Backed Coin,ABC,asset-backed-coin,0,null,inactive,,
941,TRMB,TRMB,trmb,0,null,inactive,940,
942,Variance,VARY,variance,0,null,inactive,,
943,SpinCoin,SPC,spincoin,0,null,inactive,,
944,Equilibrium,EQM,equilibrium,0,null,inactive,,
945,Bata,BTA,bata,1,1706,active,,
946,Twelve,TWLV,twelve,0,null,inactive,,
947,Greed,GREED,greed,0,null,inactive,,
948,AudioCoin,ADC,audiocoin,1,1377,active,,
949,FistBump,FIST,fistbump,0,null,inactive,,
950,BananaBits,NANAS,bananabits,0,null,inactive,,
